nu_cm1,Cs_cm2_molec_cm1,Cf_cm2_molec_cm1,self_texp
0.0,2.877000e-21,8.562900e-23,6.413000
10.0,2.855000e-21,8.827840e-23,6.414000
20.0,2.731000e-21,9.182100e-23,6.275000
30.0,2.490000e-21,9.796020e-23,6.049000
40.0,2.178000e-21,1.139710e-22,5.789000
50.0,1.863000e-21,1.376484e-22,5.557000
60.0,1.595000e-21,1.544904e-22,5.330000
70.0,1.381000e-21,1.507922e-22,5.107000
80.0,1.221000e-21,1.386438e-22,4.893000
90.0,1.095000e-21,1.215105e-22,4.685000
100.0,9.882000e-22,1.062604e-22,4.481000
110.0,8.926000e-22,9.151380e-23,4.282000
120.0,8.041000e-22,8.008000e-23,4.090000
130.0,7.217000e-22,6.970302e-23,3.905000
140.0,6.450000e-22,6.054750e-23,3.720000
150.0,5.740000e-22,5.243129e-23,3.548000
160.0,5.088000e-22,4.559360e-23,3.379000
170.0,4.492000e-22,3.762800e-23,3.215000
180.0,3.952000e-22,3.054901e-23,3.056000
190.0,3.466000e-22,2.562640e-23,2.903000
200.0,3.031000e-22,2.197152e-23,2.756000
210.0,2.644000e-22,1.809267e-23,2.614000
220.0,2.302000e-22,1.483440e-23,2.475000
230.0,2.001000e-22,1.167269e-23,2.344000
240.0,1.738000e-22,8.809307e-24,2.219000
250.0,1.509000e-22,7.130614e-24,2.100000
260.0,1.311000e-22,5.932630e-24,1.983000
270.0,1.139000e-22,5.171887e-24,1.873000
280.0,9.913000e-23,4.220168e-24,1.768000
290.0,8.639000e-23,3.427428e-24,1.670000
300.0,7.544000e-23,2.685861e-24,1.575000
310.0,6.603000e-23,2.095871e-24,1.486000
320.0,5.794000e-23,1.858127e-24,1.450000
330.0,5.096000e-23,1.475934e-24,1.432000
340.0,4.495000e-23,1.100543e-24,1.429000
350.0,3.974000e-23,8.588344e-25,1.431000
360.0,3.523000e-23,6.498760e-25,1.428000
370.0,3.130000e-23,4.874671e-25,1.458000
380.0,2.786000e-23,3.860516e-25,1.517000
390.0,2.485000e-23,3.000811e-25,1.570000
400.0,2.221000e-23,2.343264e-25,1.628000
410.0,1.987000e-23,2.087365e-25,1.689000
420.0,1.780000e-23,1.771056e-25,1.753000
430.0,1.596000e-23,1.588460e-25,1.819000
440.0,1.433000e-23,1.408050e-25,1.886000
450.0,1.287000e-23,1.180898e-25,1.976000
460.0,1.156000e-23,1.024386e-25,2.032000
470.0,1.040000e-23,9.223488e-26,2.106000
480.0,9.349000e-24,7.915559e-26,2.190000
490.0,8.410000e-24,6.692405e-26,2.259000
500.0,7.568000e-24,5.720098e-26,2.330000
510.0,6.810000e-24,5.124893e-26,2.397000
520.0,6.130000e-24,4.477977e-26,2.466000
530.0,5.517000e-24,3.844422e-26,2.537000
540.0,4.967000e-24,3.266567e-26,2.613000
550.0,4.471000e-24,2.851453e-26,2.675000
560.0,4.025000e-24,2.472992e-26,2.746000
570.0,3.624000e-24,2.123504e-26,2.819000
580.0,3.262000e-24,1.768349e-26,2.893000
590.0,2.937000e-24,1.480505e-26,2.970000
600.0,2.644000e-24,1.267462e-26,3.058000
610.0,2.381000e-24,1.074284e-26,3.144240
620.0,2.143000e-24,9.204184e-27,3.260918
630.0,1.930000e-24,7.847692e-27,3.352320
640.0,1.737000e-24,6.641140e-27,3.438955
650.0,1.564000e-24,5.713990e-27,3.526880
660.0,1.413000e-24,4.957844e-27,3.597750
670.0,1.282973e-24,4.372499e-27,3.646100
680.0,1.171414e-24,3.933836e-27,3.681040
690.0,1.076239e-24,3.517561e-27,3.699585
700.0,9.939556e-25,3.207716e-27,3.721275
710.0,9.208126e-25,2.940415e-27,3.776401
720.0,8.495028e-25,2.725813e-27,3.873220
730.0,7.867881e-25,2.476669e-27,3.972446
740.0,7.283731e-25,2.262519e-27,4.060930
750.0,6.701860e-25,2.072027e-27,4.186842
760.0,6.141312e-25,1.922391e-27,4.259587
770.0,5.673360e-25,1.754089e-27,4.779698
780.0,5.292962e-25,1.607029e-27,5.148871
790.0,4.905719e-25,1.452305e-27,5.108738
800.0,4.617270e-25,1.327021e-27,5.058028
810.0,4.337695e-25,1.210930e-27,4.985538
820.0,4.079362e-25,1.113985e-27,4.874765
830.0,3.833394e-25,1.007257e-27,4.875968
840.0,3.620279e-25,9.215936e-28,4.917740
850.0,3.434272e-25,8.353596e-28,4.953372
860.0,3.250291e-25,7.720039e-28,4.997347
870.0,3.080385e-25,7.032775e-28,5.069682
880.0,2.914341e-25,6.499167e-28,5.146541
890.0,2.751983e-25,5.917750e-28,5.228554
900.0,2.597490e-25,5.480877e-28,5.276027
910.0,2.440116e-25,4.993534e-28,5.267814
920.0,2.266812e-25,4.631076e-28,5.246640
930.0,2.114798e-25,4.238409e-28,5.248822
940.0,1.972381e-25,3.935024e-28,5.292275
950.0,1.847457e-25,3.598539e-28,5.360370
960.0,1.728386e-25,3.346992e-28,5.414892
970.0,1.612832e-25,3.091996e-28,5.458181
980.0,1.520838e-25,2.859031e-28,5.521067
990.0,1.419593e-25,2.647980e-28,5.599417
1000.0,1.331195e-25,2.450968e-28,5.635823
1010.0,1.251939e-25,2.269036e-28,5.645290
1020.0,1.184578e-25,2.108010e-28,5.654880
1030.0,1.123883e-25,1.960034e-28,5.665102
1040.0,1.064605e-25,1.835007e-28,5.685597
1050.0,1.013316e-25,1.712995e-28,5.687873
1060.0,9.646919e-26,1.600002e-28,5.708539
1070.0,9.211552e-26,1.512973e-28,5.711120
1080.0,8.809425e-26,1.450009e-28,5.717204
1090.0,8.454138e-26,1.388969e-28,5.723851
1100.0,8.149404e-26,1.331984e-28,5.726899
1110.0,7.820406e-26,1.327988e-28,5.747996
1120.0,7.576056e-26,1.325032e-28,5.803925
1130.0,7.297216e-26,1.363008e-28,5.856851
1140.0,7.100520e-26,1.432028e-28,5.954868
1150.0,6.973029e-26,1.597989e-28,5.979127
1160.0,6.871200e-26,1.833959e-28,6.037800
1170.0,6.838857e-26,2.061028e-28,6.072280
1180.0,6.855966e-26,2.461991e-28,6.090000
1190.0,6.882096e-26,3.087898e-28,6.096340
1200.0,7.009200e-26,4.199951e-28,6.111705
1210.0,7.269328e-26,5.499807e-28,6.118860
1220.0,7.647580e-26,6.900173e-28,6.121700
1230.0,7.953910e-26,8.439884e-28,6.107625
1240.0,8.430060e-26,9.999155e-28,5.998960
1250.0,9.220267e-26,1.169996e-27,5.900550
1260.0,1.040028e-25,1.354981e-27,4.890000
1270.0,1.200009e-25,1.639943e-27,4.472350
1280.0,1.388468e-25,1.970032e-27,4.039200
1290.0,1.593215e-25,2.400032e-27,3.387000
1300.0,1.813042e-25,2.910056e-27,3.173000
1310.0,2.081606e-25,3.549977e-27,2.907000
1320.0,2.426505e-25,4.510010e-27,2.708000
1330.0,2.760646e-25,5.599662e-27,2.536000
1340.0,3.158989e-25,7.160105e-27,2.350000
1350.0,3.670849e-25,9.987457e-27,2.273000
1360.0,4.117123e-25,1.381582e-26,2.196000
1370.0,4.803855e-25,1.929766e-26,2.178000
1380.0,5.477000e-25,2.591972e-26,2.201000
1390.0,6.203000e-25,3.457677e-26,2.238000
1400.0,7.331000e-25,4.571528e-26,2.309000
1410.0,8.056000e-25,5.931874e-26,2.382000
1420.0,9.882000e-25,7.554256e-26,2.462000
1430.0,1.050000e-24,9.558700e-26,2.579000
1440.0,1.210000e-24,1.183316e-25,2.679000
1450.0,1.341000e-24,1.425360e-25,2.737000
1460.0,1.572000e-24,1.681402e-25,2.810000
1470.0,1.698000e-24,1.978449e-25,2.887000
1480.0,1.968000e-24,2.335502e-25,2.964000
1490.0,2.175000e-24,2.668543e-25,2.980000
1500.0,2.431000e-24,3.022583e-25,3.011000
1510.0,2.735000e-24,3.371617e-25,3.098000
1520.0,2.867000e-24,3.715645e-25,3.157000
1530.0,3.190000e-24,3.967654e-25,3.211000
1540.0,3.371000e-24,4.060635e-25,3.274000
1550.0,3.554000e-24,4.010596e-25,3.388000
1560.0,3.726000e-24,3.809538e-25,3.475000
1570.0,3.837000e-24,3.491468e-25,3.527000
1580.0,3.878000e-24,3.155402e-25,3.618000
1590.0,3.864000e-24,2.848345e-25,3.772000
1600.0,3.858000e-24,2.678309e-25,3.864000
1610.0,3.841000e-24,2.660292e-25,3.884000
1620.0,3.852000e-24,2.811294e-25,3.889000
1630.0,3.815000e-24,3.071305e-25,3.894000
1640.0,3.762000e-24,3.294312e-25,3.884000
1650.0,3.618000e-24,3.459312e-25,3.821000
1660.0,3.579000e-24,3.569307e-25,3.758000
1670.0,3.450000e-24,3.560292e-25,3.703000
1680.0,3.202000e-24,3.434268e-25,3.657000
1690.0,3.018000e-24,3.186237e-25,3.567000
1700.0,2.785000e-24,2.916207e-25,3.490000
1710.0,2.602000e-24,2.622178e-25,3.435000
1720.0,2.416000e-24,2.275147e-25,3.377000
1730.0,2.097000e-24,1.918119e-25,3.290000
1740.0,1.939000e-24,1.620096e-25,3.204000
1750.0,1.689000e-24,1.373077e-25,3.178000
1760.0,1.498000e-24,1.182064e-25,3.146000
1770.0,1.308000e-24,1.006052e-25,3.103000
1780.0,1.170000e-24,8.556421e-26,3.088000
1790.0,1.011000e-24,7.260342e-26,3.108000
1800.0,9.237000e-25,6.110275e-26,3.116000
1810.0,7.909000e-25,5.040217e-26,3.070000
1820.0,7.006000e-25,4.230174e-26,3.046000
1830.0,6.112000e-25,3.456136e-26,3.029000
1840.0,5.401000e-25,2.903110e-26,3.017000
1850.0,4.914000e-25,2.486090e-26,3.001000
1860.0,4.266000e-25,2.039071e-26,3.007000
1870.0,3.963000e-25,1.672055e-26,2.984000
1880.0,3.316000e-25,1.285041e-26,2.980000
1890.0,3.037000e-25,1.054032e-26,2.936000
1900.0,2.598000e-25,8.302242e-27,2.908000
1910.0,2.294000e-25,6.667187e-27,2.896000
1920.0,2.066000e-25,5.503148e-27,2.875000
1930.0,1.813000e-25,4.562118e-27,2.893000
1940.0,1.583000e-25,3.948098e-27,2.888000
1950.0,1.423000e-25,3.198076e-27,2.948000
1960.0,1.247000e-25,2.586059e-27,3.028000
1970.0,1.116000e-25,2.225049e-27,3.064000
1980.0,9.760000e-26,1.807038e-27,3.182000
1990.0,8.596000e-26,1.530031e-27,3.228000
2000.0,7.720000e-26,1.294025e-27,3.260000
2010.0,7.091000e-26,1.126021e-27,3.335000
2020.0,6.499000e-26,9.604172e-28,3.412000
2030.0,5.801000e-26,7.850135e-28,3.468000
2040.0,5.150000e-26,6.813113e-28,3.523000
2050.0,4.500000e-26,5.583089e-28,3.616000
2060.0,4.000000e-26,4.690072e-28,3.659000
2070.0,3.509000e-26,3.996059e-28,3.704000
2080.0,3.100000e-26,3.373048e-28,3.810000
2090.0,2.714000e-26,2.930040e-28,3.833000
2100.0,2.406000e-26,2.417032e-28,3.966000
2110.0,2.108000e-26,2.061026e-28,4.026000
2120.0,1.875000e-26,1.743021e-28,4.088000
2130.0,1.669000e-26,1.475017e-28,4.141000
2140.0,1.555000e-26,1.273014e-28,4.200000
2150.0,1.444000e-26,1.084012e-28,4.269000
2160.0,1.345000e-26,9.368098e-29,4.377000
2170.0,1.257000e-26,7.985081e-29,4.459000
2180.0,1.175000e-26,6.785066e-29,4.566000
2190.0,1.102000e-26,5.804054e-29,4.638000
2200.0,1.035000e-26,4.975045e-29,4.709000
2210.0,9.745000e-27,4.311038e-29,4.802000
2220.0,9.194000e-27,3.738031e-29,4.878000
2230.0,8.685000e-27,3.275027e-29,4.974000
2240.0,8.222000e-27,2.847022e-29,5.047000
2250.0,7.798000e-27,2.469019e-29,5.147000
2260.0,7.412000e-27,2.149016e-29,5.211000
2270.0,7.052000e-27,1.884013e-29,5.315000
2280.0,6.724000e-27,1.631011e-29,5.391000
2290.0,6.420000e-27,1.393009e-29,5.483000
2300.0,6.143000e-27,1.201008e-29,5.566000
2310.0,5.886000e-27,1.027006e-29,5.603000
2320.0,5.649000e-27,8.807052e-30,5.643000
2330.0,5.430000e-27,7.521043e-30,5.767000
2340.0,5.228000e-27,6.436036e-30,5.807000
2350.0,5.041000e-27,5.509029e-30,5.843000
2360.0,4.868000e-27,4.729024e-30,5.904000
2370.0,4.708000e-27,4.055020e-30,5.924000
2380.0,4.559000e-27,3.490017e-30,5.983000
2390.0,4.421000e-27,3.006014e-30,5.993000
2400.0,4.293000e-27,2.599012e-30,6.059000
2410.0,4.174000e-27,2.246010e-30,6.095000
2420.0,4.064000e-27,1.942008e-30,6.130000
2430.0,3.961000e-27,1.685007e-30,6.153000
2440.0,3.865000e-27,1.464006e-30,6.174000
2450.0,3.775000e-27,1.273005e-30,6.180000
2460.0,3.692000e-27,1.115004e-30,6.201000
2470.0,3.614000e-27,9.794035e-31,6.202000
2480.0,3.542000e-27,8.729030e-31,6.210000
2490.0,3.474000e-27,7.893027e-31,6.206000
2500.0,3.411000e-27,7.313024e-31,6.209000
2510.0,3.353000e-27,7.069022e-31,6.187000
2520.0,3.298000e-27,7.190022e-31,6.172000
2530.0,3.248000e-27,7.828023e-31,6.138000
2540.0,3.201000e-27,9.295027e-31,6.129000
2550.0,3.158000e-27,1.174003e-30,6.085000
2560.0,3.119000e-27,1.578004e-30,6.066000
2570.0,3.084000e-27,2.184006e-30,6.043000
2580.0,3.053000e-27,3.053008e-30,6.001000
2590.0,3.025000e-27,4.212010e-30,5.951000
2600.0,3.003000e-27,5.733014e-30,5.930000
2610.0,2.988000e-27,7.497017e-30,5.869000
2620.0,2.976000e-27,9.487021e-30,5.822000
2630.0,2.977000e-27,1.153002e-29,5.809000
2640.0,2.989000e-27,1.343003e-29,5.777000
2650.0,3.015000e-27,1.503003e-29,5.739000
2660.0,3.057000e-27,1.623003e-29,5.700000
2670.0,3.112000e-27,1.696003e-29,5.680000
2680.0,3.161000e-27,1.746003e-29,5.659000
2690.0,3.186000e-27,1.789003e-29,5.598000
2700.0,3.176000e-27,1.852003e-29,5.558000
2710.0,3.142000e-27,1.862003e-29,5.519000
2720.0,3.099000e-27,1.886003e-29,5.465000
2730.0,3.065000e-27,1.912003e-29,5.399000
2740.0,3.011000e-27,1.942003e-29,5.358000
2750.0,2.955000e-27,1.938003e-29,5.294000
2760.0,2.914000e-27,1.914003e-29,5.225000
2770.0,2.884000e-27,1.898003e-29,5.158000
2780.0,2.864000e-27,1.864003e-29,5.094000
2790.0,2.858000e-27,1.770002e-29,5.023000
2800.0,2.851000e-27,1.635002e-29,4.940000
2810.0,2.857000e-27,1.464002e-29,4.846000
2820.0,2.870000e-27,1.279002e-29,4.759000
2830.0,2.888000e-27,1.099001e-29,4.662000
2840.0,2.914000e-27,9.528011e-30,4.557000
2850.0,2.948000e-27,8.433010e-30,4.435000
2860.0,2.990000e-27,7.794009e-30,4.304000
2870.0,3.042000e-27,7.793008e-30,4.188000
2880.0,3.105000e-27,8.241009e-30,4.042000
2890.0,3.185000e-27,9.417010e-30,3.954000
2900.0,3.276000e-27,1.179001e-29,3.803000
2910.0,3.385000e-27,1.616002e-29,3.695000
2920.0,3.511000e-27,2.144002e-29,3.619000
2930.0,3.646000e-27,2.992003e-29,3.510000
2940.0,3.858000e-27,4.344004e-29,3.414000
2950.0,4.081000e-27,6.415006e-29,3.366000
2960.0,4.335000e-27,9.242008e-29,3.284000
2970.0,4.643000e-27,1.310001e-28,3.217000
2980.0,5.011000e-27,1.847001e-28,3.152000
2990.0,5.494000e-27,2.567002e-28,3.044000
3000.0,5.953000e-27,3.390003e-28,2.983000
3010.0,6.354000e-27,4.357003e-28,2.898000
3020.0,7.116000e-27,5.301004e-28,2.784000
3030.0,7.498000e-27,6.364004e-28,2.680000
3040.0,8.613000e-27,7.438005e-28,2.627000
3050.0,9.350000e-27,8.381006e-28,2.634000
3060.0,1.002000e-26,9.294006e-28,2.704000
3070.0,1.090000e-26,1.013001e-27,2.637000
3080.0,1.174000e-26,1.103001e-27,2.756000
3090.0,1.230000e-26,1.170001e-27,2.790000
3100.0,1.288000e-26,1.200001e-27,2.941000
3110.0,1.334000e-26,1.190001e-27,3.091000
3120.0,1.383000e-26,1.133001e-27,3.203000
3130.0,1.380000e-26,1.040001e-27,3.308000
3140.0,1.390000e-26,9.475005e-28,3.431000
3150.0,1.373000e-26,8.601004e-28,3.490000
3160.0,1.354000e-26,8.074004e-28,3.570000
3170.0,1.335000e-26,8.023004e-28,3.652000
3180.0,1.343000e-26,8.473004e-28,3.683000
3190.0,1.323000e-26,9.256004e-28,3.708000
3200.0,1.349000e-26,9.989005e-28,3.722000
3210.0,1.353000e-26,1.056000e-27,3.687000
3220.0,1.362000e-26,1.079000e-27,3.631000
3230.0,1.344000e-26,1.079000e-27,3.584000
3240.0,1.329000e-26,1.049000e-27,3.566000
3250.0,1.336000e-26,1.000000e-27,3.536000
3260.0,1.327000e-26,9.350004e-28,3.459000
3270.0,1.325000e-26,8.662003e-28,3.401000
3280.0,1.359000e-26,7.880003e-28,3.326000
3290.0,1.374000e-26,7.137003e-28,3.216000
3300.0,1.415000e-26,6.438002e-28,3.103000
3310.0,1.462000e-26,5.706002e-28,2.944000
3320.0,1.526000e-26,5.132002e-28,2.828000
3330.0,1.619000e-26,4.815002e-28,2.652000
3340.0,1.735000e-26,4.736002e-28,2.597000
3350.0,1.863000e-26,4.709001e-28,2.559000
3360.0,2.034000e-26,4.918002e-28,2.522000
3370.0,2.265000e-26,5.227002e-28,2.468000
3380.0,2.482000e-26,5.603002e-28,2.466000
3390.0,2.756000e-26,6.023002e-28,2.430000
3400.0,3.103000e-26,6.567002e-28,2.412000
3410.0,3.466000e-26,7.403002e-28,2.383000
3420.0,3.832000e-26,8.695002e-28,2.357000
3430.0,4.378000e-26,9.929003e-28,2.338000
3440.0,4.913000e-26,1.163000e-27,2.312000
3450.0,5.651000e-26,1.379000e-27,2.287000
3460.0,6.311000e-26,1.658000e-27,2.250000
3470.0,7.169000e-26,2.010000e-27,2.221000
3480.0,8.057000e-26,2.425001e-27,2.174000
3490.0,9.253000e-26,2.920001e-27,2.174000
3500.0,1.047000e-25,3.562001e-27,2.135000
3510.0,1.212000e-25,4.274001e-27,2.109000
3520.0,1.360000e-25,5.173001e-27,2.107000
3530.0,1.569000e-25,6.285001e-27,2.106000
3540.0,1.776000e-25,7.787002e-27,2.062000
3550.0,2.020000e-25,9.563002e-27,2.075000
3560.0,2.281000e-25,1.194000e-26,2.080000
3570.0,2.683000e-25,1.517000e-26,2.136000
3580.0,2.994000e-25,1.934000e-26,2.219000
3590.0,3.488000e-25,2.511000e-26,2.291000
3600.0,3.896000e-25,3.197001e-26,2.415000
3610.0,4.499000e-25,4.024001e-26,2.520000
3620.0,5.175000e-25,4.981001e-26,2.663000
3630.0,6.035000e-25,6.090001e-26,2.797000
3640.0,6.340000e-25,7.229001e-26,2.936000
3650.0,7.281000e-25,8.439001e-26,3.112000
3660.0,7.923000e-25,9.367001e-26,3.244000
3670.0,8.348000e-25,1.016000e-25,3.347000
3680.0,9.631000e-25,1.057000e-25,3.437000
3690.0,1.044000e-24,1.088000e-25,3.501000
3700.0,1.102000e-24,1.108000e-25,3.513000
3710.0,1.176000e-24,1.129000e-25,3.511000
3720.0,1.244000e-24,1.159000e-25,3.515000
3730.0,1.283000e-24,1.190000e-25,3.553000
3740.0,1.326000e-24,1.210000e-25,3.553000
3750.0,1.400000e-24,1.210000e-25,3.568000
3760.0,1.395000e-24,1.200000e-25,3.621000
3770.0,1.387000e-24,1.190000e-25,3.713000
3780.0,1.363000e-24,1.180000e-25,3.836000
3790.0,1.314000e-24,1.190000e-25,3.888000
3800.0,1.241000e-24,1.230000e-25,3.897000
3810.0,1.228000e-24,1.280000e-25,3.874000
3820.0,1.148000e-24,1.300000e-25,3.825000
3830.0,1.086000e-24,1.290000e-25,3.743000
3840.0,1.018000e-24,1.210000e-25,3.626000
3850.0,8.890000e-25,1.090000e-25,3.503000
3860.0,8.316000e-25,9.440001e-26,3.365000
3870.0,7.292000e-25,7.790001e-26,3.225000
3880.0,6.452000e-25,6.220001e-26,3.077000
3890.0,5.625000e-25,4.640000e-26,2.914000
3900.0,5.045000e-25,3.400000e-26,2.764000
3910.0,4.380000e-25,2.470000e-26,2.623000
3920.0,3.762000e-25,1.780000e-26,2.508000
3930.0,3.290000e-25,1.290000e-26,2.433000
3940.0,2.836000e-25,9.260001e-27,2.420000
3950.0,2.485000e-25,7.000001e-27,2.410000
3960.0,2.168000e-25,5.360000e-27,2.445000
3970.0,1.895000e-25,4.260000e-27,2.490000
3980.0,1.659000e-25,3.410000e-27,2.623000
3990.0,1.453000e-25,2.790000e-27,2.753000
4000.0,1.282000e-25,2.372000e-27,2.871000
4010.0,1.132000e-25,2.039000e-27,2.981000
4020.0,1.001000e-25,1.782000e-27,3.069000
4030.0,8.836000e-26,1.531000e-27,3.176000
4040.0,7.804000e-26,1.298000e-27,3.270000
4050.0,6.922000e-26,1.084000e-27,3.339000
4060.0,6.116000e-26,9.001001e-28,3.394000
4070.0,5.429000e-26,7.665001e-28,3.450000
4080.0,4.824000e-26,6.475000e-28,3.511000
4090.0,4.278000e-26,5.610000e-28,3.572000
4100.0,3.788000e-26,4.920000e-28,3.623000
4110.0,3.371000e-26,4.325000e-28,3.668000
4120.0,2.985000e-26,3.805000e-28,3.742000
4130.0,2.649000e-26,3.374000e-28,3.807000
4140.0,2.357000e-26,2.945000e-28,3.893000
4150.0,2.090000e-26,2.641000e-28,3.961000
4160.0,1.858000e-26,2.385000e-28,4.019000
4170.0,1.647000e-26,2.137000e-28,4.106000
4180.0,1.462000e-26,1.921000e-28,4.194000
4190.0,1.299000e-26,1.734000e-28,4.286000
4200.0,1.155000e-26,1.578000e-28,4.364000
4210.0,1.028000e-26,1.442000e-28,4.447000
4220.0,9.142000e-27,1.317000e-28,4.532000
4230.0,8.132000e-27,1.203000e-28,4.629000
4240.0,7.246000e-27,1.101000e-28,4.719000
4250.0,6.418000e-27,1.010000e-28,4.815000
4260.0,5.726000e-27,9.319000e-29,4.900000
4270.0,5.221000e-27,8.611000e-29,4.989000
4280.0,4.890000e-27,7.991000e-29,5.067000
4290.0,4.666000e-27,7.400000e-29,5.160000
4300.0,4.443000e-27,6.868000e-29,5.245000
4310.0,4.203000e-27,6.384000e-29,5.326000
4320.0,3.978000e-27,5.953000e-29,5.406000
4330.0,3.770000e-27,5.561000e-29,5.479000
4340.0,3.575000e-27,5.192000e-29,5.558000
4350.0,3.395000e-27,4.855000e-29,5.632000
4360.0,3.227000e-27,4.546000e-29,5.702000
4370.0,3.070000e-27,4.264000e-29,5.772000
4380.0,2.924000e-27,4.004000e-29,5.831000
4390.0,2.788000e-27,3.761000e-29,5.893000
4400.0,2.661000e-27,3.536000e-29,5.953000
4410.0,2.543000e-27,3.328000e-29,6.009000
4420.0,2.433000e-27,3.136000e-29,6.056000
4430.0,2.329000e-27,2.957000e-29,6.103000
4440.0,2.233000e-27,2.791000e-29,6.143000
4450.0,2.143000e-27,2.636000e-29,6.183000
4460.0,2.058000e-27,2.493000e-29,6.210000
4470.0,1.980000e-27,2.360000e-29,6.239000
4480.0,1.906000e-27,2.238000e-29,6.258000
4490.0,1.837000e-27,2.126000e-29,6.264000
4500.0,1.773000e-27,2.022000e-29,6.263000
4510.0,1.713000e-27,1.930000e-29,6.247000
4520.0,1.657000e-27,1.849000e-29,6.229000
4530.0,1.605000e-27,1.777000e-29,6.201000
4540.0,1.557000e-27,1.722000e-29,6.176000
4550.0,1.514000e-27,1.677000e-29,6.141000
4560.0,1.472000e-27,1.655000e-29,6.110000
4570.0,1.435000e-27,1.640000e-29,6.096000
4580.0,1.404000e-27,1.624000e-29,6.085000
4590.0,1.377000e-27,1.605000e-29,6.071000
4600.0,1.354000e-27,1.569000e-29,6.050000
4610.0,1.332000e-27,1.537000e-29,6.053000
4620.0,1.308000e-27,1.496000e-29,6.042000
4630.0,1.282000e-27,1.417000e-29,6.035000
4640.0,1.256000e-27,1.331000e-29,6.018000
4650.0,1.227000e-27,1.233000e-29,6.005000
4660.0,1.192000e-27,1.121000e-29,5.990000
4670.0,1.159000e-27,1.039000e-29,5.955000
4680.0,1.134000e-27,9.929000e-30,5.931000
4690.0,1.114000e-27,9.782000e-30,5.884000
4700.0,1.098000e-27,9.672000e-30,5.833000
4710.0,1.081000e-27,9.529000e-30,5.782000
4720.0,1.066000e-27,9.048000e-30,5.724000
4730.0,1.055000e-27,8.685000e-30,5.664000
4740.0,1.045000e-27,8.259000e-30,5.594000
4750.0,1.036000e-27,7.944000e-30,5.542000
4760.0,1.030000e-27,7.682000e-30,5.484000
4770.0,1.026000e-27,7.420000e-30,5.422000
4780.0,1.025000e-27,7.095000e-30,5.351000
4790.0,1.025000e-27,6.759000e-30,5.284000
4800.0,1.028000e-27,6.499000e-30,5.222000
4810.0,1.033000e-27,6.385000e-30,5.143000
4820.0,1.041000e-27,6.165000e-30,5.063000
4830.0,1.049000e-27,5.837000e-30,4.978000
4840.0,1.060000e-27,5.650000e-30,4.896000
4850.0,1.075000e-27,5.537000e-30,4.810000
4860.0,1.093000e-27,5.320000e-30,4.723000
4870.0,1.114000e-27,5.053000e-30,4.625000
4880.0,1.139000e-27,4.924000e-30,4.525000
4890.0,1.166000e-27,4.842000e-30,4.431000
4900.0,1.199000e-27,4.956000e-30,4.334000
4910.0,1.239000e-27,5.324000e-30,4.231000
4920.0,1.282000e-27,5.846000e-30,4.123000
4930.0,1.316000e-27,6.403000e-30,4.022000
4940.0,1.355000e-27,6.983000e-30,3.918000
4950.0,1.436000e-27,7.451000e-30,3.831000
4960.0,1.588000e-27,8.378000e-30,3.726000
4970.0,1.807000e-27,9.869000e-30,3.624000
4980.0,2.060000e-27,1.156000e-29,3.537000
4990.0,2.337000e-27,1.347000e-29,3.454000
5000.0,2.645000e-27,1.670000e-29,3.367000
5010.0,2.996000e-27,2.047000e-29,3.279000
5020.0,3.393000e-27,2.515000e-29,3.211000
5030.0,3.843000e-27,3.092000e-29,3.137000
5040.0,4.363000e-27,3.877000e-29,3.056000
5050.0,4.935000e-27,4.756000e-29,2.968000
5060.0,5.607000e-27,6.174000e-29,2.876000
5070.0,6.363000e-27,8.049000e-29,2.764000
5080.0,7.242000e-27,1.077000e-28,2.638000
5090.0,8.230000e-27,1.410000e-28,2.486000
5100.0,9.411000e-27,1.793000e-28,2.392000
5110.0,1.071000e-26,2.285000e-28,2.280000
5120.0,1.232000e-26,2.970000e-28,2.193000
5130.0,1.402000e-26,3.983000e-28,2.080000
5140.0,1.600000e-26,5.351000e-28,2.056000
5150.0,1.820000e-26,7.256000e-28,2.097000
5160.0,2.128000e-26,1.011000e-27,2.155000
5170.0,2.386000e-26,1.388000e-27,2.239000
5180.0,2.781000e-26,1.914000e-27,2.327000
5190.0,3.242000e-26,2.512000e-27,2.461000
5200.0,3.653000e-26,3.257000e-27,2.617000
5210.0,4.323000e-26,4.075000e-27,2.759000
5220.0,4.747000e-26,4.991000e-27,2.925000
5230.0,5.321000e-26,5.914000e-27,3.082000
5240.0,5.919000e-26,6.638000e-27,3.253000
5250.0,6.681000e-26,7.160000e-27,3.366000
5260.0,7.101000e-26,7.450000e-27,3.491000
5270.0,7.983000e-26,7.590000e-27,3.580000
5280.0,8.342000e-26,7.540000e-27,3.670000
5290.0,8.741000e-26,7.470000e-27,3.733000
5300.0,9.431000e-26,7.530000e-27,3.756000
5310.0,9.952000e-26,7.940000e-27,3.735000
5320.0,1.026000e-25,8.460000e-27,3.663000
5330.0,1.055000e-25,8.950000e-27,3.612000
5340.0,1.095000e-25,9.360000e-27,3.604000
5350.0,1.095000e-25,9.840000e-27,3.655000
5360.0,1.087000e-25,1.020000e-26,3.671000
5370.0,1.056000e-25,1.050000e-26,3.680000
5380.0,1.026000e-25,1.060000e-26,3.721000
5390.0,9.715000e-26,1.070000e-26,3.769000
